158 488 224 260 962 210
158 491 222 260 969 207
158 493 222 260 973 204
158 495 221 261 978 197
146 500 222 236 990 196
142 498 222 229 987 195
144 494 223 233 979 194
144 494 223 232 979 193
146 493 223 236 977 193
145 498 223 234 987 194
148 500 222 240 988 196
148 500 222 240 987 198
146 502 221 236 991 198
158 494 220 260 974 199
142 499 223 229 986 202
142 499 224 229 986 200
144 499 225 232 985 201
146 501 223 236 989 198
146 503 223 236 994 194
146 502 224 236 992 192
145 500 224 234 988 191
144 496 225 232 981 189
163 498 210 270 987 155
162 498 212 268 987 159
150 483 226 245 954 187
147 499 225 239 985 189
148 501 225 241 989 190
148 501 225 242 989 190
146 499 227 237 985 193
146 499 227 236 985 188
146 499 227 236 985 186
146 500 229 236 986 190
148 501 226 240 988 187
148 499 226 240 987 187
146 498 226 236 987 187
145 494 226 233 979 187
164 499 210 272 986 159
142 494 223 228 974 194
145 499 219 235 985 201
174 471 183 291 931 145
207 393 180 356 772 151
209 391 177 355 769 157
182 483 204 276 953 224
188 483 193 263 953 215
188 483 186 263 953 213
190 483 185 260 954 213
193 483 187 254 954 217
196 482 185 247 955 229
192 487 171 255 962 234
189 484 166 261 959 248
189 485 151 261 966 242
174 483 156 228 956 264
182 491 139 245 970 233
177 488 139 238 964 234
159 492 139 210 972 233
168 493 123 239 975 202
159 499 113 230 986 182
151 499 107 226 986 170
144 494 108 224 980 173
173 403 75 294 797 106
171 395 75 297 784 106
171 387 74 298 770 107
172 388 73 298 767 110
172 390 72 298 771 111
170 392 72 299 775 112
169 393 71 301 777 114
168 393 70 303 774 116
168 392 70 304 772 116
167 388 70 305 765 115
150 419 71 270 826 114
158 405 70 291 800 115
151 411 69 283 812 118
149 406 68 283 803 120
152 391 167 294 773 322
152 399 162 299 788 316
150 394 167 294 779 329
146 402 165 283 795 324
160 409 162 304 808 315
148 403 183 279 796 350
149 400 196 278 789 377
152 394 197 287 779 378
148 387 211 281 762 409
168 396 183 322 780 353
168 393 185 324 774 358
168 391 185 325 770 360
168 389 184 323 766 360
169 386 182 324 763 356
147 402 65 281 795 125
149 394 65 288 779 125
158 386 166 311 763 327
145 388 65 286 767 126
141 392 64 277 775 128
148 386 65 283 763 126
149 390 66 277 771 123
151 391 67 274 772 121
156 387 67 283 762 121
151 406 68 274 801 120
150 409 68 275 806 119
151 409 69 278 807 118
149 411 69 277 810 118
151 411 69 280 810 117
150 411 69 281 810 117
149 408 70 281 804 116
143 410 70 270 811 115
139 405 71 266 800 114
136 402 70 262 795 116
133 396 68 262 782 119
132 386 67 264 764 121
129 386 68 256 764 120
130 388 68 251 768 119
133 392 68 246 774 119
134 397 69 243 782 117
143 389 70 257 766 115
136 403 70 240 794 115
136 403 71 240 794 113
145 391 71 260 770 114
144 389 70 259 767 115
144 387 70 256 763 116
143 387 69 252 762 118
136 390 68 239 771 120
137 387 67 242 762 121
139 418 43 249 827 74
155 402 44 282 796 74
152 402 48 276 795 80
154 402 48 275 796 80
141 386 69 240 764 117
152 391 71 256 773 114
149 402 72 244 795 112
160 407 72 264 804 111
145 418 75 234 827 106
155 419 75 254 826 106
175 393 75 290 774 106
177 411 75 286 813 106
147 471 81 218 932 118
150 500 83 212 988 122
152 498 97 207 996 144
155 496 113 202 990 157
156 497 124 199 982 151
155 491 131 210 969 154
152 487 141 210 961 166
157 483 140 218 954 167
157 474 157 209 939 197
159 482 161 196 955 190
174 483 164 204 954 183
175 491 167 200 969 178
175 490 169 225 964 181
171 496 168 233 976 177
171 483 185 234 956 205
172 487 187 240 961 201
