0 0 896 0 -1750 512 -3031 0 1 0
1 -10 896 -17 -1750 515 -3031 0 1 0
2 -19 896 -33 -1750 518 -3031 0 1 0
3 -29 896 -50 -1750 522 -3031 0 1 0
4 -38 896 -67 -1750 525 -3031 0 1 0
5 -48 896 -83 -1750 528 -3031 0 1 0
6 -58 896 -100 -1750 531 -3031 0 1 0
7 -67 896 -116 -1750 534 -3031 0 1 0
8 -77 896 -133 -1750 538 -3031 0 1 0
9 -86 896 -150 -1750 541 -3031 0 1 0
10 -96 896 -166 -1750 544 -3031 0 1 0
11 -106 896 -183 -1750 547 -3031 0 1 0
12 -115 896 -200 -1750 550 -3031 0 1 0
13 -125 896 -216 -1750 554 -3031 0 1 0
14 -134 896 -233 -1750 557 -3031 0 1 0
15 -144 896 -249 -1750 560 -3031 0 1 0
16 -154 896 -266 -1750 563 -3031 0 1 0
17 -163 896 -283 -1750 566 -3031 0 1 0
18 -173 896 -299 -1750 570 -3031 0 1 0
19 -182 896 -316 -1750 573 -3031 0 1 0
20 -192 896 -333 -1750 576 -3031 0 1 0
21 -202 896 -349 -1750 579 -3031 0 1 0
22 -211 896 -366 -1750 582 -3031 0 1 0
23 -221 896 -382 -1750 586 -3031 0 1 0
24 -230 896 -399 -1750 589 -3031 0 1 0
25 -240 896 -416 -1750 592 -3031 0 1 0
26 -250 896 -432 -1750 595 -3031 0 1 0
27 -259 896 -449 -1750 598 -3031 0 1 0
28 -269 896 -466 -1750 602 -3031 0 1 0
29 -278 896 -482 -1750 605 -3031 0 1 0
30 -288 896 -499 -1750 608 -3031 0 1 0
31 -298 896 -515 -1750 611 -3031 0 1 0
32 -307 896 -532 -1750 614 -3031 0 1 0
33 -317 896 -549 -1750 618 -3031 0 1 0
34 -326 896 -565 -1750 621 -3031 0 1 0
35 -336 896 -582 -1750 624 -3031 0 1 0
36 -346 896 -599 -1750 627 -3031 0 1 0
37 -355 896 -615 -1750 630 -3031 0 1 0
38 -365 896 -632 -1750 634 -3031 0 1 0
39 -374 896 -648 -1750 637 -3031 0 1 0
40 -384 896 -665 -1750 640 -3031 0 1 0
41 -394 896 -682 -1750 643 -3031 0 1 0
42 -403 896 -698 -1750 646 -3031 0 1 0
43 -413 896 -715 -1750 650 -3031 0 1 0
44 -422 896 -732 -1750 653 -3031 0 1 0
45 -432 896 -748 -1750 656 -3031 0 1 0
46 -442 896 -765 -1750 659 -3031 0 1 0
47 -451 896 -781 -1750 662 -3031 0 1 0
48 -461 896 -798 -1750 666 -3031 0 1 0
49 -470 896 -815 -1750 669 -3031 0 1 0
50 -480 896 -831 -1750 672 -3031 0 1 0
51 -490 896 -848 -1750 675 -3031 0 1 0
52 -499 896 -865 -1750 678 -3031 0 1 0
53 -509 896 -881 -1750 682 -3031 0 1 0
54 -518 896 -898 -1750 685 -3031 0 1 0
55 -528 896 -914 -1750 688 -3031 0 1 0
56 -538 896 -931 -1750 691 -3031 0 1 0
57 -547 896 -948 -1750 694 -3031 0 1 0
58 -557 896 -964 -1750 698 -3031 0 1 0
59 -566 896 -981 -1750 701 -3031 0 1 0
60 -576 896 -998 -1750 704 -3031 0 1 0
61 -586 896 -1014 -1750 707 -3031 0 1 0
62 -595 896 -1031 -1750 710 -3031 0 1 0
63 -605 896 -1047 -1750 714 -3031 0 1 0
64 -614 896 -1064 -1750 717 -3031 0 1 0
65 -624 896 -1081 -1750 720 -3031 0 1 0
66 -634 896 -1097 -1750 723 -3031 0 1 0
67 -643 896 -1114 -1750 726 -3031 0 1 0
68 -653 896 -1131 -1750 730 -3031 0 1 0
69 -662 896 -1147 -1750 733 -3031 0 1 0
70 -672 896 -1164 -1750 736 -3031 0 1 0
71 -682 896 -1180 -1750 739 -3031 0 1 0
72 -691 896 -1197 -1750 742 -3031 0 1 0
73 -701 896 -1214 -1750 746 -3031 0 1 0
74 -710 896 -1230 -1750 749 -3031 0 1 0
75 -720 896 -1247 -1750 752 -3031 0 1 0
76 -730 896 -1264 -1750 755 -3031 0 1 0
77 -739 896 -1280 -1750 758 -3031 0 1 0
78 -749 896 -1297 -1750 762 -3031 0 1 0
79 -758 896 -1313 -1750 765 -3031 0 1 0
80 -768 896 -1330 -1750 768 -3031 0 1 0
81 -778 896 -1347 -1750 771 -3031 0 1 0
82 -787 896 -1363 -1750 774 -3031 0 1 0
83 -797 896 -1380 -1750 778 -3031 0 1 0
84 -806 896 -1397 -1750 781 -3031 0 1 0
85 -816 896 -1413 -1750 784 -3031 0 1 0
86 -826 896 -1430 -1750 787 -3031 0 1 0
87 -835 896 -1446 -1750 790 -3031 0 1 0
88 -845 896 -1463 -1750 794 -3031 0 1 0
89 -854 896 -1480 -1750 797 -3031 0 1 0
90 -864 896 -1496 -1750 800 -3031 0 1 0
91 -874 896 -1513 -1750 803 -3031 0 1 0
92 -883 896 -1530 -1750 806 -3031 0 1 0
93 -893 896 -1546 -1750 810 -3031 0 1 0
94 -902 896 -1563 -1750 813 -3031 0 1 0
95 -912 896 -1579 -1750 816 -3031 0 1 0
96 -922 896 -1596 -1750 819 -3031 0 1 0
97 -931 896 -1613 -1750 822 -3031 0 1 0
98 -941 896 -1629 -1750 826 -3031 0 1 0
99 -950 896 -1646 -1750 829 -3031 0 1 0
100 -960 896 -1663 -1750 832 -3031 0 1 0
101 -970 896 -1679 -1750 835 -3031 0 1 0
102 -979 896 -1696 -1750 838 -3031 0 1 0
103 -989 896 -1712 -1750 842 -3031 0 1 0
104 -998 896 -1729 -1750 845 -3031 0 1 0
105 -1008 896 -1746 -1750 848 -3031 0 1 0
106 -1018 896 -1762 -1750 851 -3031 0 1 0
107 -1027 896 -1779 -1750 854 -3031 0 1 0
108 -1037 896 -1796 -1750 858 -3031 0 1 0
109 -1046 896 -1812 -1750 861 -3031 0 1 0
110 -1056 896 -1829 -1750 864 -3031 0 1 0
111 -1066 896 -1845 -1750 867 -3031 0 1 0
112 -1075 896 -1862 -1750 870 -3031 0 1 0
113 -1085 896 -1879 -1750 874 -3031 0 1 0
114 -1094 896 -1895 -1750 877 -3031 0 1 0
115 -1104 896 -1912 -1750 880 -3031 0 1 0
116 -1114 896 -1929 -1750 883 -3031 0 1 0
117 -1123 896 -1945 -1750 886 -3031 0 1 0
118 -1133 896 -1962 -1750 890 -3031 0 1 0
119 -1142 896 -1978 -1750 893 -3031 0 1 0
120 -1152 896 -1995 -1750 896 -3031 0 1 0
121 -1142 896 -1978 -1750 893 -3031 0 1 0
122 -1133 896 -1962 -1750 890 -3031 0 1 0
123 -1123 896 -1945 -1750 886 -3031 0 1 0
124 -1114 896 -1928 -1750 883 -3031 0 1 0
125 -1104 896 -1912 -1750 880 -3031 0 1 0
126 -1094 896 -1895 -1750 877 -3031 0 1 0
127 -1085 896 -1879 -1750 874 -3031 0 1 0
128 -1075 896 -1862 -1750 870 -3031 0 1 0
129 -1066 896 -1845 -1750 867 -3031 0 1 0
130 -1056 896 -1829 -1750 864 -3031 0 1 0
131 -1046 896 -1812 -1750 861 -3031 0 1 0
132 -1037 896 -1795 -1750 858 -3031 0 1 0
133 -1027 896 -1779 -1750 854 -3031 0 1 0
134 -1018 896 -1762 -1750 851 -3031 0 1 0
135 -1008 896 -1746 -1750 848 -3031 0 1 0
136 -998 896 -1729 -1750 845 -3031 0 1 0
137 -989 896 -1712 -1750 842 -3031 0 1 0
138 -979 896 -1696 -1750 838 -3031 0 1 0
139 -970 896 -1679 -1750 835 -3031 0 1 0
140 -960 896 -1662 -1750 832 -3031 0 1 0
141 -950 896 -1646 -1750 829 -3031 0 1 0
142 -941 896 -1629 -1750 826 -3031 0 1 0
143 -931 896 -1613 -1750 822 -3031 0 1 0
144 -922 896 -1596 -1750 819 -3031 0 1 0
145 -912 896 -1579 -1750 816 -3031 0 1 0
146 -902 896 -1563 -1750 813 -3031 0 1 0
147 -893 896 -1546 -1750 810 -3031 0 1 0
148 -883 896 -1529 -1750 806 -3031 0 1 0
149 -874 896 -1513 -1750 803 -3031 0 1 0
150 -864 896 -1496 -1750 800 -3031 0 1 0
151 -854 896 -1480 -1750 797 -3031 0 1 0
152 -845 896 -1463 -1750 794 -3031 0 1 0
153 -835 896 -1446 -1750 790 -3031 0 1 0
154 -826 896 -1430 -1750 787 -3031 0 1 0
155 -816 896 -1413 -1750 784 -3031 0 1 0
156 -806 896 -1396 -1750 781 -3031 0 1 0
157 -797 896 -1380 -1750 778 -3031 0 1 0
158 -787 896 -1363 -1750 774 -3031 0 1 0
159 -778 896 -1347 -1750 771 -3031 0 1 0
160 -768 896 -1330 -1750 768 -3031 0 1 0
161 -758 896 -1313 -1750 765 -3031 0 1 0
162 -749 896 -1297 -1750 762 -3031 0 1 0
163 -739 896 -1280 -1750 758 -3031 0 1 0
164 -730 896 -1263 -1750 755 -3031 0 1 0
165 -720 896 -1247 -1750 752 -3031 0 1 0
166 -710 896 -1230 -1750 749 -3031 0 1 0
167 -701 896 -1214 -1750 746 -3031 0 1 0
168 -691 896 -1197 -1750 742 -3031 0 1 0
169 -682 896 -1180 -1750 739 -3031 0 1 0
170 -672 896 -1164 -1750 736 -3031 0 1 0
171 -662 896 -1147 -1750 733 -3031 0 1 0
172 -653 896 -1130 -1750 730 -3031 0 1 0
173 -643 896 -1114 -1750 726 -3031 0 1 0
174 -634 896 -1097 -1750 723 -3031 0 1 0
175 -624 896 -1081 -1750 720 -3031 0 1 0
176 -614 896 -1064 -1750 717 -3031 0 1 0
177 -605 896 -1047 -1750 714 -3031 0 1 0
178 -595 896 -1031 -1750 710 -3031 0 1 0
179 -586 896 -1014 -1750 707 -3031 0 1 0
180 -576 896 -997 -1750 704 -3031 0 1 0
181 -566 896 -981 -1750 701 -3031 0 1 0
182 -557 896 -964 -1750 698 -3031 0 1 0
183 -547 896 -948 -1750 694 -3031 0 1 0
184 -538 896 -931 -1750 691 -3031 0 1 0
185 -528 896 -914 -1750 688 -3031 0 1 0
186 -518 896 -898 -1750 685 -3031 0 1 0
187 -509 896 -881 -1750 682 -3031 0 1 0
188 -499 896 -864 -1750 678 -3031 0 1 0
189 -490 896 -848 -1750 675 -3031 0 1 0
190 -480 896 -831 -1750 672 -3031 0 1 0
191 -470 896 -815 -1750 669 -3031 0 1 0
192 -461 896 -798 -1750 666 -3031 0 1 0
193 -451 896 -781 -1750 662 -3031 0 1 0
194 -442 896 -765 -1750 659 -3031 0 1 0
195 -432 896 -748 -1750 656 -3031 0 1 0
196 -422 896 -731 -1750 653 -3031 0 1 0
197 -413 896 -715 -1750 650 -3031 0 1 0
198 -403 896 -698 -1750 646 -3031 0 1 0
199 -394 896 -682 -1750 643 -3031 0 1 0
200 -384 896 -665 -1750 640 -3031 0 1 0
201 -374 896 -648 -1750 637 -3031 0 1 0
202 -365 896 -632 -1750 634 -3031 0 1 0
203 -355 896 -615 -1750 630 -3031 0 1 0
204 -346 896 -598 -1750 627 -3031 0 1 0
205 -336 896 -582 -1750 624 -3031 0 1 0
206 -326 896 -565 -1750 621 -3031 0 1 0
207 -317 896 -549 -1750 618 -3031 0 1 0
208 -307 896 -532 -1750 614 -3031 0 1 0
209 -298 896 -515 -1750 611 -3031 0 1 0
210 -288 896 -499 -1750 608 -3031 0 1 0
211 -278 896 -482 -1750 605 -3031 0 1 0
212 -269 896 -465 -1750 602 -3031 0 1 0
213 -259 896 -449 -1750 598 -3031 0 1 0
214 -250 896 -432 -1750 595 -3031 0 1 0
215 -240 896 -416 -1750 592 -3031 0 1 0
216 -230 896 -399 -1750 589 -3031 0 1 0
217 -221 896 -382 -1750 586 -3031 0 1 0
218 -211 896 -366 -1750 582 -3031 0 1 0
219 -202 896 -349 -1750 579 -3031 0 1 0
220 -192 896 -332 -1750 576 -3031 0 1 0
221 -182 896 -316 -1750 573 -3031 0 1 0
222 -173 896 -299 -1750 570 -3031 0 1 0
223 -163 896 -283 -1750 566 -3031 0 1 0
224 -154 896 -266 -1750 563 -3031 0 1 0
225 -144 896 -249 -1750 560 -3031 0 1 0
226 -134 896 -233 -1750 557 -3031 0 1 0
227 -125 896 -216 -1750 554 -3031 0 1 0
228 -115 896 -199 -1750 550 -3031 0 1 0
229 -106 896 -183 -1750 547 -3031 0 1 0
230 -96 896 -166 -1750 544 -3031 0 1 0
231 -86 896 -150 -1750 541 -3031 0 1 0
232 -77 896 -133 -1750 538 -3031 0 1 0
233 -67 896 -116 -1750 534 -3031 0 1 0
234 -58 896 -100 -1750 531 -3031 0 1 0
235 -48 896 -83 -1750 528 -3031 0 1 0
236 -38 896 -66 -1750 525 -3031 0 1 0
237 -29 896 -50 -1750 522 -3031 0 1 0
238 -19 896 -33 -1750 518 -3031 0 1 0
239 -10 896 -17 -1750 515 -3031 0 1 0
240 0 896 0 -1750 512 -3031 0 1 0
241 0 896 0 -1732 512 -3041 0 1 0
242 0 896 0 -1715 512 -3051 0 1 0
243 0 896 0 -1697 512 -3061 0 1 0
244 0 896 0 -1679 512 -3071 0 1 0
245 0 896 0 -1661 512 -3081 0 1 0
246 0 896 0 -1643 512 -3090 0 1 0
247 0 896 0 -1625 512 -3100 0 1 0
248 0 896 0 -1607 512 -3109 0 1 0
249 0 896 0 -1589 512 -3119 0 1 0
250 0 896 0 -1571 512 -3128 0 1 0
251 0 896 0 -1553 512 -3137 0 1 0
252 0 896 0 -1534 512 -3146 0 1 0
253 0 896 0 -1516 512 -3155 0 1 0
254 0 896 0 -1498 512 -3163 0 1 0
255 0 896 0 -1479 512 -3172 0 1 0
256 0 896 0 -1461 512 -3181 0 1 0
257 0 896 0 -1442 512 -3189 0 1 0
258 0 896 0 -1424 512 -3197 0 1 0
259 0 896 0 -1405 512 -3206 0 1 0
260 0 896 0 -1386 512 -3214 0 1 0
261 0 896 0 -1368 512 -3222 0 1 0
262 0 896 0 -1349 512 -3230 0 1 0
263 0 896 0 -1330 512 -3237 0 1 0
264 0 896 0 -1311 512 -3245 0 1 0
265 0 896 0 -1292 512 -3253 0 1 0
266 0 896 0 -1273 512 -3260 0 1 0
267 0 896 0 -1254 512 -3268 0 1 0
268 0 896 0 -1235 512 -3275 0 1 0
269 0 896 0 -1216 512 -3282 0 1 0
270 0 896 0 -1197 512 -3289 0 1 0
271 0 896 0 -1178 512 -3296 0 1 0
272 0 896 0 -1159 512 -3303 0 1 0
273 0 896 0 -1139 512 -3309 0 1 0
274 0 896 0 -1120 512 -3316 0 1 0
275 0 896 0 -1101 512 -3322 0 1 0
276 0 896 0 -1082 512 -3329 0 1 0
277 0 896 0 -1062 512 -3335 0 1 0
278 0 896 0 -1043 512 -3341 0 1 0
279 0 896 0 -1023 512 -3347 0 1 0
280 0 896 0 -1004 512 -3353 0 1 0
281 0 896 0 -984 512 -3359 0 1 0
282 0 896 0 -965 512 -3364 0 1 0
283 0 896 0 -945 512 -3370 0 1 0
284 0 896 0 -926 512 -3375 0 1 0
285 0 896 0 -906 512 -3381 0 1 0
